Delta Test,T,Method,Repeat,Estimated_R_delta,True_R_delta,MSE
0.2,1000,LDR2PE-CP,10,0.25353992365149264,0.23425445571869868,0.0003719292733868239
0.2,1000,DRO-IPW,10,0.24869910008256996,0.23425445571869868,0.00020864775079871813
0.2,1000,LDR2PE-CP,11,0.31425223002083935,0.23425445571869868,0.006399643893296237
0.2,1000,DRO-IPW,11,0.3533970839950014,0.23425445571869868,0.014194965872585251
0.2,1000,LDR2PE-CP,12,0.26975732118482204,0.23425445571869868,0.0012604534563056544
0.2,1000,DRO-IPW,12,0.3240886896228675,0.23425445571869868,0.008070189581148917
0.2,1000,LDR2PE-CP,13,0.18254869144789265,0.23425445571869868,0.0026734860588281616
0.2,1000,DRO-IPW,13,0.22944585986652893,0.23425445571869868,2.3122594069504127e-05
0.2,1000,LDR2PE-CP,14,0.2643758074015799,0.23425445571869868,0.000907295827203811
0.2,1000,DRO-IPW,14,0.26526915237385734,0.23425445571869868,0.0009619114086115096
0.2,1000,LDR2PE-CP,15,0.22776289652889165,0.23425445571869868,4.214034071476822e-05
0.2,1000,DRO-IPW,15,0.26093639230776605,0.23425445571869868,0.000711925740143012
0.2,1000,LDR2PE-CP,16,0.2451800928624565,0.23425445571869868,0.00011936954699706069
0.2,1000,DRO-IPW,16,0.31890124345229787,0.23425445571869868,0.007165078673616997
0.2,1000,LDR2PE-CP,17,0.1946655007995864,0.23425445571869868,0.0015672853515875057
0.2,1000,DRO-IPW,17,0.22268492516408012,0.23425445571869868,0.00013385403725425262
0.2,1000,LDR2PE-CP,18,0.24016411381696812,0.23425445571869868,3.4924058838441484e-05
0.2,1000,DRO-IPW,18,0.23481646894036012,0.23425445571869868,3.158588613222701e-07
0.2,1000,LDR2PE-CP,19,0.16293547189215968,0.23425445571869868,0.005086397454050132
0.2,1000,DRO-IPW,19,0.21324500432612054,0.23425445571869868,0.0004413970478171039
0.2,2000,LDR2PE-CP,0,0.28918090248999534,0.23425445571869868,0.0030169145549200846
0.2,2000,DRO-IPW,0,0.28847045270276866,0.23425445571869868,0.002939374328976685
0.2,2000,LDR2PE-CP,1,0.23367915748313917,0.23425445571869868,3.309680598378949e-07
0.2,2000,DRO-IPW,1,0.2943272568694504,0.23425445571869868,0.0036087414380977546
0.2,2000,LDR2PE-CP,2,0.2618912846010148,0.23425445571869868,0.000763794310670422
0.2,2000,DRO-IPW,2,0.2962772259815225,0.23425445571869868,0.003846824031075023
0.2,2000,LDR2PE-CP,3,0.20864227501320187,0.23425445571869868,0.0006559838004910231
0.2,2000,DRO-IPW,3,0.2297881206213137,0.23425445571869868,1.994814920213287e-05
0.2,2000,LDR2PE-CP,4,0.21403648918295443,0.23425445571869868,0.0004087661708404747
0.2,2000,DRO-IPW,4,0.25060864744416267,0.23425445571869868,0.0002674595869932347
0.2,2000,LDR2PE-CP,5,0.20511821550999443,0.23425445571869868,0.0008489204934993146
0.2,2000,DRO-IPW,5,0.27610363789265896,0.23425445571869868,0.0017513540486293144
0.2,2000,LDR2PE-CP,6,0.2639400640715645,0.23425445571869868,0.0008812353432797371
0.2,2000,DRO-IPW,6,0.2926195896200042,0.23425445571869868,0.003406488855317319
0.2,2000,LDR2PE-CP,7,0.26265943095243066,0.23425445571869868,0.000806842618028927
0.2,2000,DRO-IPW,7,0.3205719775382254,0.23425445571869868,0.007450714573064473
0.2,2000,LDR2PE-CP,8,0.19809185438699523,0.23425445571869868,0.0013077337350757207
0.2,2000,DRO-IPW,8,0.2633174640595944,0.23425445571869868,0.0008446584538229731
0.2,2000,LDR2PE-CP,9,0.2278110789312648,0.23425445571869868,4.151710442484196e-05
0.2,2000,DRO-IPW,9,0.28047601789303706,0.23425445571869868,0.0021364328098362278
0.2,2000,LDR2PE-CP,10,0.21399439113647406,0.23425445571869868,0.00041047021687591265
0.2,2000,DRO-IPW,10,0.2516220501495377,0.23425445571869868,0.00030163333631411045
0.2,2000,LDR2PE-CP,11,0.18756393831803442,0.23425445571869868,0.0021800044151417328
0.2,2000,DRO-IPW,11,0.22124864279278328,0.23425445571869868,0.00016915116986390824
0.2,2000,LDR2PE-CP,12,0.22126986747979432,0.23425445571869868,0.00016859953173389342
0.2,2000,DRO-IPW,12,0.2804938684144323,0.23425445571869868,0.0021380832864463712
0.2,2000,LDR2PE-CP,13,0.20761409565377587,0.23425445571869868,0.0007097087843887345
0.2,2000,DRO-IPW,13,0.25152043611569735,0.23425445571869868,0.00029811407906954235
0.2,2000,LDR2PE-CP,14,0.27380905420521473,0.23425445571869868,0.0015645662614294975
0.2,2000,DRO-IPW,14,0.3095634052581533,0.23425445571869868,0.00567143788073612
0.2,2000,LDR2PE-CP,15,0.27294299044219333,0.23425445571869868,0.0014968027190510513
0.2,2000,DRO-IPW,15,0.3304893190548238,0.23425445571869868,0.009261148921322682
0.2,2000,LDR2PE-CP,16,0.21047210441902275,0.23425445571869868,0.0005656002333411974
0.2,2000,DRO-IPW,16,0.24767789664270495,0.23425445571869868,0.00018018876624028627
0.2,2000,LDR2PE-CP,17,0.1996572915731758,0.23425445571869868,0.0011969637669122543
0.2,2000,DRO-IPW,17,0.27016418696459626,0.23425445571869868,0.001289508798152593
0.2,2000,LDR2PE-CP,18,0.24526706495513384,0.23425445571869868,0.0001212775621944169
0.2,2000,DRO-IPW,18,0.30538107658069413,0.23425445571869868,0.005058996195246046
0.2,2000,LDR2PE-CP,19,0.20817061674310428,0.23425445571869868,0.000680366655704738
0.2,2000,DRO-IPW,19,0.2500521426505461,0.23425445571869868,0.00024956691239666246
0.2,3000,LDR2PE-CP,0,0.20494169919689126,0.23425445571869868,0.0008592376949067638
0.2,3000,DRO-IPW,0,0.2614857444137127,0.23425445571869868,0.0007415430839911979
0.2,3000,LDR2PE-CP,1,0.21844921979980547,0.23425445571869868,0.00024980548245187215
0.2,3000,DRO-IPW,1,0.2761497544378716,0.23425445571869868,0.0017552160547687316
0.2,3000,LDR2PE-CP,2,0.24039467862389824,0.23425445571869868,3.770233732553726e-05
0.2,3000,DRO-IPW,2,0.2749531192047444,0.23425445571869868,0.0016563812095503918
0.2,3000,LDR2PE-CP,3,0.1949587705049468,0.23425445571869868,0.0015441508764182776
0.2,3000,DRO-IPW,3,0.23990246375349983,0.23425445571869868,3.1899994761178284e-05
0.2,3000,LDR2PE-CP,4,0.2632008138551136,0.23425445571869868,0.0008378916493615954
0.2,3000,DRO-IPW,4,0.30750547457562616,0.23425445571869868,0.005365711763577944
0.2,3000,LDR2PE-CP,5,0.22356679105897848,0.23425445571869868,0.00011422617587863228
0.2,3000,DRO-IPW,5,0.27725466962105505,0.23425445571869868,0.0018490183956484016
0.2,3000,LDR2PE-CP,6,0.2247819908096635,0.23425445571869868,8.972759145290314e-05
0.2,3000,DRO-IPW,6,0.24601441519413425,0.23425445571869868,0.00013829664686388675
0.2,3000,LDR2PE-CP,7,0.28969986003570825,0.23425445571869868,0.0030741928598766624
0.2,3000,DRO-IPW,7,0.2976764470333241,0.23425445571869868,0.004022348982312418
0.2,3000,LDR2PE-CP,8,0.19022950814801948,0.23425445571869868,0.001938196008601053
0.2,3000,DRO-IPW,8,0.24644289795878743,0.23425445571869868,0.00014855812423997963
0.2,3000,LDR2PE-CP,9,0.20293528008474426,0.23425445571869868,0.0009808907623904844
0.2,3000,DRO-IPW,9,0.2195652472727172,0.23425445571869868,0.00021577284476949373
0.2,3000,LDR2PE-CP,10,0.23469740070175454,0.23425445571869868,1.9620025801435576e-07
0.2,3000,DRO-IPW,10,0.29175512900171874,0.23425445571869868,0.0033063274280006162
0.2,3000,LDR2PE-CP,11,0.204532472753572,0.23425445571869868,0.0008833962713792806
0.2,3000,DRO-IPW,11,0.27737158471149786,0.23425445571869868,0.0018590868125816836
0.2,3000,LDR2PE-CP,12,0.18297695481456366,0.23425445571869868,0.002629382098973568
0.2,3000,DRO-IPW,12,0.24213256697780922,0.23425445571869868,6.206463701092413e-05
0.2,3000,LDR2PE-CP,13,0.25060691278994424,0.23425445571869868,0.00026740285226692866
0.2,3000,DRO-IPW,13,0.2860960105530644,0.23425445571869868,0.0026875468076445457
0.2,3000,LDR2PE-CP,14,0.23680519612733603,0.23425445571869868,6.506276632255395e-06
0.2,3000,DRO-IPW,14,0.28552603107714764,0.23425445571869868,0.0026287744397371095
0.2,3000,LDR2PE-CP,15,0.25522110877476206,0.23425445571869868,0.0004396005403733318
0.2,3000,DRO-IPW,15,0.285620040948208,0.23425445571869868,0.002638423345969983
0.2,3000,LDR2PE-CP,16,0.23482854252788088,0.23425445571869868,3.2957566447699386e-07
0.2,3000,DRO-IPW,16,0.265667426381621,0.23425445571869868,0.0009867747258696178
0.2,3000,LDR2PE-CP,17,0.20385971757760507,0.23425445571869868,0.0009238401066656508
0.2,3000,DRO-IPW,17,0.23023148026127838,0.23425445571869868,1.6184331531006135e-05
0.2,3000,LDR2PE-CP,18,0.20649681456848606,0.23425445571869868,0.0007704866422239769
0.2,3000,DRO-IPW,18,0.27023061155177003,0.23425445571869868,0.0012942837885254333
0.2,3000,LDR2PE-CP,19,0.24648189565389778,0.23425445571869868,0.00014951028736890157
0.2,3000,DRO-IPW,19,0.2718155026866477,0.23425445571869868,0.0014108322493284738
0.2,4000,LDR2PE-CP,0,0.22632271069328652,0.23425445571869868,6.291257914815059e-05
0.2,4000,DRO-IPW,0,0.2592924910225289,0.23425445571869868,0.0006269032118758473
0.2,4000,LDR2PE-CP,1,0.20813142258122613,0.23425445571869868,0.000682412860301489
0.2,4000,DRO-IPW,1,0.2615517812495928,0.23425445571869868,0.0007451439811396023
0.2,4000,LDR2PE-CP,2,0.243482810329202,0.23425445571869868,8.516252881719768e-05
0.2,4000,DRO-IPW,2,0.2970568845230014,0.23425445571869868,0.003944145063719509
0.2,4000,LDR2PE-CP,3,0.27290654243652746,0.23425445571869868,0.0014939838076425552
0.2,4000,DRO-IPW,3,0.31531996977215876,0.23425445571869868,0.006571617568751733
0.2,4000,LDR2PE-CP,4,0.21085474513757535,0.23425445571869868,0.0005475464552803353
0.2,4000,DRO-IPW,4,0.26181392343006643,0.23425445571869868,0.0007595242605339214
0.2,4000,LDR2PE-CP,5,0.21672096839023852,0.23425445571869868,0.00030742317789727306
0.2,4000,DRO-IPW,5,0.24980562052315297,0.23425445571869868,0.00024183872677529774
0.2,4000,LDR2PE-CP,6,0.25848193116462104,0.23425445571869868,0.0005869705664827705
0.2,4000,DRO-IPW,6,0.30053511954246115,0.23425445571869868,0.004393126396918614
0.2,4000,LDR2PE-CP,7,0.25121072430351216,0.23425445571869868,0.00028751504432033225
0.2,4000,DRO-IPW,7,0.2846278364153644,0.23425445571869868,0.002537477482811212
0.2,4000,LDR2PE-CP,8,0.23201828060734309,0.23425445571869868,5.000479128646223e-06
0.2,4000,DRO-IPW,8,0.27826513010638904,0.23425445571869868,0.0019369394600593035
0.2,4000,LDR2PE-CP,9,0.168197302407218,0.23425445571869868,0.004363547503616463
0.2,4000,DRO-IPW,9,0.21294493164449985,0.23425445571869868,0.00045409581626885986
0.2,4000,LDR2PE-CP,10,0.1926425388961565,0.23425445571869868,0.0017315516216461681
0.2,4000,DRO-IPW,10,0.24073810448490823,0.23425445571869868,4.2037701323570606e-05
0.2,4000,LDR2PE-CP,11,0.235045027768011,0.23425445571869868,6.250041651538836e-07
0.2,4000,DRO-IPW,11,0.27604093078073216,0.23425445571869868,0.001746109498109946
0.2,4000,LDR2PE-CP,12,0.2455631799635099,0.23425445571869868,0.00012788724404518107
0.2,4000,DRO-IPW,12,0.31501924411999116,0.23425445571869868,0.006522951045505547
0.2,4000,LDR2PE-CP,13,0.23349534349047946,0.23425445571869868,5.762513750319606e-07
0.2,4000,DRO-IPW,13,0.3058027383219568,0.23425445571869868,0.00511915674347569
0.2,4000,LDR2PE-CP,14,0.2347323220542945,0.23425445571869868,2.2835623469577913e-07
0.2,4000,DRO-IPW,14,0.27068697104196704,0.23425445571869868,0.0013273281727801834
0.2,4000,LDR2PE-CP,15,0.19237914262575723,0.23425445571869868,0.0017535418466318742
0.2,4000,DRO-IPW,15,0.2477155867992898,0.23425445571869868,0.00018120204996885584
0.2,4000,LDR2PE-CP,16,0.2844333683232905,0.23425445571869868,0.002517923270179266
0.2,4000,DRO-IPW,16,0.30514493341086385,0.23425445571869868,0.005025459827423367
0.2,4000,LDR2PE-CP,17,0.2275761277029803,0.23425445571869868,4.460006508552902e-05
0.2,4000,DRO-IPW,17,0.26887756947234365,0.23425445571869868,0.001198760005997839
0.2,4000,LDR2PE-CP,18,0.23987622974492256,0.23425445571869868,3.1604343201925454e-05
0.2,4000,DRO-IPW,18,0.2742246469061429,0.23425445571869868,0.0015976161835608432
0.2,4000,LDR2PE-CP,19,0.28379249947405366,0.23425445571869868,0.002454017779107464
0.2,4000,DRO-IPW,19,0.3153727194004142,0.23425445571869868,0.0065801727027363305
0.2,5000,LDR2PE-CP,0,0.243193168602447,0.23425445571869868,7.990058801808807e-05
0.2,5000,DRO-IPW,0,0.29118962416565425,0.23425445571869868,0.0032416134060832043
0.2,5000,LDR2PE-CP,1,0.29233100424305225,0.23425445571869868,0.0033728854885015946
0.2,5000,DRO-IPW,1,0.35366510393151357,0.23425445571869868,0.01425890290660463
0.2,5000,LDR2PE-CP,2,0.22351208462941569,0.23425445571869868,0.00011539853661986319
0.2,5000,DRO-IPW,2,0.27001161146305236,0.23425445571869868,0.001278574186925965
0.2,5000,LDR2PE-CP,3,0.23926513300726854,0.23425445571869868,2.510688689018974e-05
0.2,5000,DRO-IPW,3,0.2842623784766212,0.23425445571869868,0.002500792338562347
0.2,5000,LDR2PE-CP,4,0.2264982200999346,0.23425445571869868,6.015919097378485e-05
0.2,5000,DRO-IPW,4,0.2849641707011608,0.23425445571869868,0.002571475193602544
0.2,5000,LDR2PE-CP,5,0.2436674854590109,0.23425445571869868,8.860512889200229e-05
0.2,5000,DRO-IPW,5,0.2874531838337141,0.23425445571869868,0.0028301046730553315
0.2,5000,LDR2PE-CP,6,0.2122703814526471,0.23425445571869868,0.00048329952133527174
0.2,5000,DRO-IPW,6,0.26869641067421307,0.23425445571869868,0.001186248261157682
0.2,5000,LDR2PE-CP,7,0.1849801260503478,0.23425445571869868,0.0024279595642653236
0.2,5000,DRO-IPW,7,0.22464391106991577,0.23425445571869868,9.236256844624992e-05
0.2,5000,LDR2PE-CP,8,0.22456688164221444,0.23425445571869868,9.384909148736948e-05
0.2,5000,DRO-IPW,8,0.26305634440528886,0.23425445571869868,0.0008295487919147309
0.2,5000,LDR2PE-CP,9,0.2634888696960154,0.23425445571869868,0.0008546509605971325
0.2,5000,DRO-IPW,9,0.2791075343735033,0.23425445571869868,0.002011798664814087
0.2,5000,LDR2PE-CP,10,0.17642864084322313,0.23425445571869868,0.00334382486601277
0.2,5000,DRO-IPW,10,0.23876388374315127,0.23425445571869868,2.0334941107718375e-05
0.2,5000,LDR2PE-CP,11,0.20068854489206406,0.23425445571869868,0.0011266703696215876
0.2,5000,DRO-IPW,11,0.23699454756717503,0.23425445571869868,7.508103338086512e-06
0.2,5000,LDR2PE-CP,12,0.25454335664412037,0.23425445571869868,0.0004116395007615768
0.2,5000,DRO-IPW,12,0.286224304022903,0.23425445571869868,0.0027008651327620078
0.2,5000,LDR2PE-CP,13,0.24549095014682953,0.23425445571869868,0.00012625880703341562
0.2,5000,DRO-IPW,13,0.28370978082736825,0.23425445571869868,0.0024458291816042027
0.2,5000,LDR2PE-CP,14,0.25217870661545366,0.23425445571869868,0.00032127877020982163
0.2,5000,DRO-IPW,14,0.2782863556685481,0.23425445571869868,0.0019388082131935483
0.2,5000,LDR2PE-CP,15,0.22705870052464727,0.23425445571869868,5.177889281271787e-05
0.2,5000,DRO-IPW,15,0.2513775286247535,0.23425445571869868,0.0002931996257460681
0.2,5000,LDR2PE-CP,16,0.2254653107819768,0.23425445571869868,7.724906871870409e-05
0.2,5000,DRO-IPW,16,0.28743459819642314,0.23425445571869868,0.002828127553951073
0.2,5000,LDR2PE-CP,17,0.2530832708762818,0.23425445571869868,0.0003545242802384315
0.2,5000,DRO-IPW,17,0.29119344046792567,0.23425445571869868,0.003242047984272703
0.2,5000,LDR2PE-CP,18,0.22416635021804243,0.23425445571869868,0.00010176987259237094
0.2,5000,DRO-IPW,18,0.23816484054495457,0.23425445571869868,1.5291109489412277e-05
0.2,5000,LDR2PE-CP,19,0.2183704457024041,0.23425445571869868,0.00025230177419774657
0.2,5000,DRO-IPW,19,0.27004318835528424,0.23425445571869868,0.0012808333837330038
0.3,500,LDR2PE-CP,0,0.2405111066577919,0.12328703821841869,0.013741482221478857
0.3,500,DRO-IPW,0,0.19497349744701853,0.12328703821841869,0.005138948436733707
0.3,500,LDR2PE-CP,1,0.1901215703442402,0.12328703821841869,0.004466854684477469
0.3,500,DRO-IPW,1,0.15755809501843931,0.12328703821841869,0.00117450533419024
0.3,500,LDR2PE-CP,2,0.18607173425534124,0.12328703821841869,0.003941918056448758
0.3,500,DRO-IPW,2,0.18731302640845665,0.12328703821841869,0.004099327163710881
0.3,500,LDR2PE-CP,3,0.2125406254483161,0.12328703821841869,0.007966202833404904
0.3,500,DRO-IPW,3,0.18632002900156847,0.12328703821841869,0.003973157927068645
0.3,500,LDR2PE-CP,4,0.22759954211863737,0.12328703821841869,0.010881098469933136
0.3,500,DRO-IPW,4,0.20960176181448348,0.12328703821841869,0.007450231509465064
0.3,500,LDR2PE-CP,5,0.2130064010511954,0.12328703821841869,0.008049564067119434
0.3,500,DRO-IPW,5,0.17672726972505765,0.12328703821841869,0.002855858343483167
0.3,500,LDR2PE-CP,6,0.09671195731243365,0.12328703821841869,0.0007062349251596505
0.3,500,DRO-IPW,6,0.1365479177818435,0.12328703821841869,0.0001758509267956578
0.3,500,LDR2PE-CP,7,0.0803429872391786,0.12328703821841869,0.0018441915145075718
0.3,500,DRO-IPW,7,0.0930732139102741,0.12328703821841869,0.0009128751793234291
0.3,500,LDR2PE-CP,8,0.08237316859323363,0.12328703821841869,0.001673944727706641
0.3,500,DRO-IPW,8,0.11183709094435712,0.12328703821841869,0.00013110129257878992
0.3,500,LDR2PE-CP,9,0.12263702913782792,0.12328703821841869,4.225118048504493e-07
0.3,500,DRO-IPW,9,0.13999879000530774,0.12328703821841869,0.0002792826477865894
0.3,500,LDR2PE-CP,10,0.18044140605447434,0.12328703821841869,0.003266621762739153
0.3,500,DRO-IPW,10,0.15152043905899454,0.12328703821841869,0.0007971249230246291
0.3,500,LDR2PE-CP,11,0.25205806790047186,0.12328703821841869,0.01658197808537622
0.3,500,DRO-IPW,11,0.25894926715595784,0.12328703821841869,0.018404240360301284
0.3,500,LDR2PE-CP,12,0.1479133687583491,0.12328703821841869,0.0006064561558619091
0.3,500,DRO-IPW,12,0.18045982403814764,0.12328703821841869,0.0032687274383886
0.3,500,LDR2PE-CP,13,0.19494106106291326,0.12328703821841869,0.00513429898979935
0.3,500,DRO-IPW,13,0.17398200339998648,0.12328703821841869,0.002569979494760371
0.3,500,LDR2PE-CP,14,0.18677425864609443,0.12328703821841869,0.004030627157632288
0.3,500,DRO-IPW,14,0.1636496400827574,0.12328703821841869,0.0016291396292591187
0.3,500,LDR2PE-CP,15,0.19818267570713155,0.12328703821841869,0.005609356514840692
0.3,500,DRO-IPW,15,0.13661958419366776,0.12328703821841869,0.00017775678218213037
0.3,500,LDR2PE-CP,16,0.13995998170114698,0.12328703821841869,0.000277987044378252
0.3,500,DRO-IPW,16,0.15438495097751442,0.12328703821841869,0.0009670801779723294
0.3,500,LDR2PE-CP,17,0.2591239104087573,0.12328703821841869,0.018451655846454394
0.3,500,DRO-IPW,17,0.24082971036687112,0.12328703821841869,0.013816279775798575
0.3,500,LDR2PE-CP,18,0.20724509792438522,0.12328703821841869,0.007048955789590642
0.3,500,DRO-IPW,18,0.2417282005771978,0.12328703821841869,0.014028308940898673
0.3,500,LDR2PE-CP,19,0.14558625630117772,0.12328703821841869,0.0004972551271024473
0.3,500,DRO-IPW,19,0.16110843646460782,0.12328703821841869,0.0014304581652968382
0.3,1000,LDR2PE-CP,0,0.20644070939052528,0.12328703821841869,0.006914533029398831
0.3,1000,DRO-IPW,0,0.20476004701436706,0.12328703821841869,0.006637851162264682
0.3,1000,LDR2PE-CP,1,0.11999303693407093,0.12328703821841869,1.0850444461284682e-05
0.3,1000,DRO-IPW,1,0.19235254664025164,0.12328703821841869,0.0047700444535662785
0.3,1000,LDR2PE-CP,2,0.09000555543275457,0.12328703821841869,0.001107657096412457
0.3,1000,DRO-IPW,2,0.09453111557354749,0.12328703821841869,0.0008269030871578164
0.3,1000,LDR2PE-CP,3,0.1431565633963322,0.12328703821841869,0.00039479803079573914
0.3,1000,DRO-IPW,3,0.1443766036729781,0.12328703821841869,0.0004447697710621462
0.3,1000,LDR2PE-CP,4,0.10211876166953754,0.12328703821841869,0.0004480959320499116
0.3,1000,DRO-IPW,4,0.1262740475718248,0.12328703821841869,8.922224877335662e-06
0.3,1000,LDR2PE-CP,5,0.20375543736883844,0.12328703821841869,0.006475163261831275
0.3,1000,DRO-IPW,5,0.20606006171617258,0.12328703821841869,0.0068513734189597185
0.3,1000,LDR2PE-CP,6,0.12985988619050137,0.12328703821841869,4.320233046411146e-05
0.3,1000,DRO-IPW,6,0.1862134749613918,0.12328703821841869,0.003959736441167395
0.3,1000,LDR2PE-CP,7,0.06609633237944537,0.12328703821841869,0.0032707768343599765
0.3,1000,DRO-IPW,7,0.1345500904858658,0.12328703821841869,0.0001268563463792456
0.3,1000,LDR2PE-CP,8,0.14127917835234233,0.12328703821841869,0.0003237171065987458
0.3,1000,DRO-IPW,8,0.15698252976084515,0.12328703821841869,0.001135386150285733
0.3,1000,LDR2PE-CP,9,0.06240379060303128,0.12328703821841869,0.0037067698401965768
0.3,1000,DRO-IPW,9,0.10065537759503468,0.12328703821841869,0.0005121920625720303
0.3,1000,LDR2PE-CP,10,0.1397592079469236,0.12328703821841869,0.0002713323755646733
0.3,1000,DRO-IPW,10,0.16158548209382328,0.12328703821841869,0.001466770803277516
0.3,1000,LDR2PE-CP,11,0.12442330140903979,0.12328703821841869,1.2910940383604438e-06
0.3,1000,DRO-IPW,11,0.13528674323512285,0.12328703821841869,0.0001439929204879151
0.3,1000,LDR2PE-CP,12,0.10793612854506751,0.12328703821841869,0.00023565042779938672
0.3,1000,DRO-IPW,12,0.16704850434018975,0.12328703821841869,0.0019150659171269166
0.3,1000,LDR2PE-CP,13,0.16564782595322713,0.12328703821841869,0.0017944363375134978
0.3,1000,DRO-IPW,13,0.15635941570412393,0.12328703821841869,0.0010937821525569828
0.3,1000,LDR2PE-CP,14,0.10947224760828173,0.12328703821841869,0.00019084843960192837
0.3,1000,DRO-IPW,14,0.12405439304856342,0.12328703821841869,5.888334353464453e-07
0.3,1000,LDR2PE-CP,15,0.14548964572084,0.12328703821841869,0.0004929557799065751
0.3,1000,DRO-IPW,15,0.16846437237008965,0.12328703821841869,0.002040991521051736
0.3,1000,LDR2PE-CP,16,0.10832186647147235,0.12328703821841869,0.0002239563654156009
0.3,1000,DRO-IPW,16,0.1488693000007592,0.12328703821841869,0.0006544521179002004
0.3,1000,LDR2PE-CP,17,0.10326352714699288,0.12328703821841869,0.0004009409956275117
0.3,1000,DRO-IPW,17,0.09541150918647096,0.12328703821841869,0.0007770451188109608
0.3,1000,LDR2PE-CP,18,0.18330622067295427,0.12328703821841869,0.0036023022625108316
0.3,1000,DRO-IPW,18,0.21747248995489893,0.12328703821841869,0.008870899318804849
0.3,1000,LDR2PE-CP,19,0.2323343798018913,0.12328703821841869,0.011891322706422557
0.3,1000,DRO-IPW,19,0.21025186612882685,0.12328703821841869,0.007562881293486906
0.3,2000,LDR2PE-CP,0,0.07146665748438077,0.12328703821841869,0.002685351859420648
0.3,2000,DRO-IPW,0,0.12369119152800812,0.12328703821841869,1.6333989765208792e-07
0.3,2000,LDR2PE-CP,1,0.10559408690117639,0.12328703821841869,0.00031304052631430605
0.3,2000,DRO-IPW,1,0.15694578840047602,0.12328703821841869,0.0011329114638181442
0.3,2000,LDR2PE-CP,2,0.13089709864091303,0.12328703821841869,5.791301963401484e-05
0.3,2000,DRO-IPW,2,0.16968572331647447,0.12328703821841869,0.0021528379788285437
0.3,2000,LDR2PE-CP,3,0.17092597234928397,0.12328703821841869,0.0022694680451249213
0.3,2000,DRO-IPW,3,0.19902203900698967,0.12328703821841869,0.005735790344444848
0.3,2000,LDR2PE-CP,4,0.14128512904958168,0.12328703821841869,0.0003239312735667934
0.3,2000,DRO-IPW,4,0.15932936849171203,0.12328703821841869,0.0012990495715291578
0.3,2000,LDR2PE-CP,5,0.14806103951640726,0.12328703821841869,0.0006137511403127392
0.3,2000,DRO-IPW,5,0.16890344700846638,0.12328703821841869,0.0020808567509007403
0.3,2000,LDR2PE-CP,6,0.10982131885169583,0.12328703821841869,0.00018132559806333513
0.3,2000,DRO-IPW,6,0.12916187932490386,0.12328703821841869,3.451375802644794e-05
0.3,2000,LDR2PE-CP,7,0.08956461504072316,0.12328703821841869,0.0011372018249755764
0.3,2000,DRO-IPW,7,0.11768630223392113,0.12328703821841869,3.136824356804588e-05
0.3,2000,LDR2PE-CP,8,0.09380658285466675,0.12328703821841869,0.0008690972484541702
0.3,2000,DRO-IPW,8,0.12527238212148473,0.12328703821841869,3.941590413441494e-06
0.3,2000,LDR2PE-CP,9,0.09781998305433987,0.12328703821841869,0.0006485708987302338
0.3,2000,DRO-IPW,9,0.12800567736484414,0.12328703821841869,2.2265555394178718e-05
0.3,2000,LDR2PE-CP,10,0.105196390354929,0.12328703821841869,0.0003272715401207839
0.3,2000,DRO-IPW,10,0.14151499447531196,0.12328703821841869,0.00033225838930321465
0.3,2000,LDR2PE-CP,11,0.1262483944370586,0.12328703821841869,8.769630653677267e-06
0.3,2000,DRO-IPW,11,0.16149163166705993,0.12328703821841869,0.0014595909605759614
0.3,2000,LDR2PE-CP,12,0.09692775297471729,0.12328703821841869,0.0006948119185588146
0.3,2000,DRO-IPW,12,0.13813925380328257,0.12328703821841869,0.00022058830777927358
0.3,2000,LDR2PE-CP,13,0.12089637539368714,0.12328703821841869,5.715268741553428e-06
0.3,2000,DRO-IPW,13,0.1413273447886208,0.12328703821841869,0.00032545266114687753
0.3,2000,LDR2PE-CP,14,0.14480384508308997,0.12328703821841869,0.00046297297765156504
0.3,2000,DRO-IPW,14,0.18912646795530969,0.12328703821841869,0.004334830508079006
0.3,2000,LDR2PE-CP,15,0.15880105839988057,0.12328703821841869,0.0012612456294492818
0.3,2000,DRO-IPW,15,0.16797385503180562,0.12328703821841869,0.001996911596913201
0.3,2000,LDR2PE-CP,16,0.13613080310099146,0.12328703821841869,0.0001649622963588096
0.3,2000,DRO-IPW,16,0.14322394458338028,0.12328703821841869,0.0003974802354052461
0.3,2000,LDR2PE-CP,17,0.11470194004430351,0.12328703821841869,7.370391065919579e-05
0.3,2000,DRO-IPW,17,0.13004060305560527,0.12328703821841869,4.56106380100831e-05
0.3,2000,LDR2PE-CP,18,0.13404490090054766,0.12328703821841869,0.00011573160948754315
0.3,2000,DRO-IPW,18,0.15617431587203234,0.12328703821841869,0.001081573031465876
0.3,2000,LDR2PE-CP,19,0.1267960583649394,0.12328703821841869,1.2313222388688252e-05
0.3,2000,DRO-IPW,19,0.15594091183072328,0.12328703821841869,0.0010662754618883624
0.3,3000,LDR2PE-CP,0,0.12952351955859132,0.12328703821841869,3.889369950632138e-05
0.3,3000,DRO-IPW,0,0.171044051820187,0.12328703821841869,0.002280732348159484
0.3,3000,LDR2PE-CP,1,0.11933060189850053,0.12328703821841869,1.5653388353567516e-05
0.3,3000,DRO-IPW,1,0.16378886170105578,0.12328703821841869,0.0016403977054186931
